code,name,score,net_income_positive,roa_increasing,roa_current,roa_previous,debt_ratio_decreasing,debt_ratio_current,debt_ratio_previous,shares_not_increasing,shares_current,shares_previous,operating_margin_increasing,operating_margin_current,operating_margin_previous,asset_turnover_increasing,asset_turnover_current,asset_turnover_previous
101530,해태제과식품,5,True,True,4.54,3.17,True,58.35,60.83,True,29117.0,29117.0,True,7.8,7.31,False,0.9,0.91
214180,헥토이노베이션,5,True,True,5.96,5.03,False,52.64,52.35,True,13125.0,13257.0,True,15.33,15.31,True,0.48,0.46
110990,디아이티,5,True,True,12.0,6.23,True,11.62,12.13,True,18900.0,18900.0,True,20.65,8.03,False,0.48,0.51
217500,러셀,5,True,True,5.41,2.01,True,23.45,24.8,True,31812.0,31812.0,True,5.33,4.25,False,0.48,0.6
192650,드림텍,5,True,True,2.46,1.4,True,43.24,43.28,False,68890.0,68723.0,True,3.63,2.01,True,1.48,1.29
222110,팬젠,5,True,True,2.95,-21.74,True,18.36,39.61,False,12898.0,10678.0,True,6.8,-57.53,True,0.48,0.35
234340,헥토파이낸셜,5,True,True,2.66,1.99,False,69.63,66.47,True,13971.0,13971.0,True,8.73,8.35,True,0.37,0.35
347740,피엔케이피부임상연구센타,5,True,True,6.95,6.07,False,6.34,4.13,True,30011.0,30011.0,True,14.61,9.46,True,0.22,0.19
181710,NHN,5,True,True,1.56,-6.03,True,44.07,44.71,True,33766.0,34937.0,True,4.34,-1.33,False,0.76,0.77
417500,제이아이테크,5,True,True,6.64,3.12,False,42.25,38.73,True,32785.0,32785.0,True,15.18,9.45,True,0.47,0.41
205100,엑셈,5,True,False,7.28,7.33,True,9.82,10.58,True,71963.0,71963.0,True,14.98,14.38,True,0.43,0.42
217880,틸론,5,False,True,-9.01,-21.57,True,96.58,105.23,True,10727.0,10727.0,True,-3.9,-140.0,True,0.24,0.15
230360,에코마케팅,5,True,True,11.12,8.96,True,28.15,30.04,True,31468.0,32368.0,False,12.41,13.16,True,1.04,0.88
187270,신화콘텍,5,True,True,7.72,4.13,True,31.07,35.66,True,10144.0,10144.0,True,13.46,9.44,False,0.53,0.55
153460,네이블,5,True,True,3.61,-4.09,False,9.44,8.48,True,6530.0,6530.0,True,2.33,-15.67,True,0.48,0.39
307950,현대오토에버,5,True,True,5.42,5.23,True,46.52,48.34,True,27424.0,27424.0,False,6.03,6.04,True,1.18,1.11
104040,대성파인텍,5,True,True,0.9,-2.81,True,27.35,33.69,False,47225.0,31301.0,True,1.91,-6.8,True,0.41,0.39
214390,경보제약,5,True,True,1.62,1.13,False,48.5,45.78,True,23907.0,23907.0,True,4.4,2.54,True,0.84,0.81
365550,ESR켄달스퀘어리츠,5,True,True,0.39,0.14,False,57.44,57.04,True,215195.0,215195.0,True,48.89,46.75,True,0.02,0.02
109670,씨싸이트,5,True,True,0.2,-4.26,True,43.59,45.54,False,5837.0,5713.0,True,0.75,0.53,True,1.75,1.54
142280,녹십자엠에스,5,True,True,3.86,2.1,True,50.57,59.23,False,21742.0,21117.0,True,2.21,1.91,True,1.18,1.04
285130,SK케미칼,5,True,True,0.7,-0.08,False,45.75,43.49,True,17254.0,17254.0,True,1.68,-2.6,True,0.41,0.32
419530,SAMG엔터,5,True,True,28.28,-19.92,True,46.05,68.38,True,8591.0,8591.0,True,17.71,-5.24,False,1.04,1.2
396470,워트,5,True,True,5.21,3.54,False,2.91,2.41,True,16120.0,16120.0,True,13.16,11.72,True,0.23,0.21
222980,한국맥널티,5,False,True,-0.49,-5.09,True,53.01,55.62,True,11031.0,11031.0,True,0.68,-5.36,True,1.09,0.93
273060,와이즈버즈,5,True,True,1.15,0.82,False,73.78,53.09,True,50460.0,50460.0,True,7.47,1.44,True,0.17,0.14
104830,원익머트리얼즈,5,True,True,6.63,5.45,True,17.4,17.5,True,12608.0,12608.0,True,16.84,16.7,False,0.5,0.53
321260,프로이천,5,True,True,12.15,7.74,True,12.15,15.95,True,28192.0,28192.0,False,3.33,4.49,True,0.78,0.76
219130,타이거일렉,5,True,True,0.39,-3.65,False,31.26,25.7,True,6314.0,6314.0,True,-3.07,-6.38,True,0.8,0.68
217270,넵튠,5,True,True,1.18,-4.09,True,9.08,10.82,False,46676.0,46582.0,True,7.89,2.21,True,0.3,0.24
102260,동성케미컬,5,True,True,7.27,6.05,True,44.38,45.91,True,50177.0,50177.0,True,8.53,7.46,False,0.99,1.02
245450,씨앤에스링크,5,True,True,4.12,3.16,True,73.2,75.79,True,1580.0,1580.0,True,4.05,3.08,False,1.78,2.05
317850,대모,5,True,True,0.16,-0.32,True,24.39,26.62,True,8324.0,8324.0,True,0.24,-0.9,False,0.67,0.7
136540,윈스테크넷,5,True,True,9.76,9.56,True,11.33,13.36,True,12280.0,13864.0,False,20.1,21.61,True,0.5,0.48
252990,샘씨엔에스,5,True,True,1.49,-0.68,True,35.19,46.77,False,58388.0,50154.0,True,9.76,-9.39,True,0.24,0.16
123330,제닉,5,True,True,19.9,-18.8,True,41.88,50.85,False,7969.0,7000.0,True,12.02,-14.23,True,1.31,1.2
106190,하이텍팜,5,True,True,9.78,6.0,True,14.56,20.8,True,10633.0,10633.0,True,20.13,13.15,False,0.55,0.57
204020,그리티,5,True,True,9.43,8.94,False,21.09,19.36,True,20147.0,20147.0,True,6.32,6.3,True,1.89,1.87
138360,협진,5,True,True,6.51,-3.61,True,26.17,28.9,False,48348.0,34612.0,True,-5.58,-22.33,True,0.3,0.2
290550,디케이티,5,True,True,9.41,1.84,True,36.39,44.7,False,20001.0,18668.0,True,5.73,5.25,True,1.41,1.17
362320,청담글로벌,5,True,True,5.67,1.75,True,47.77,54.14,True,20551.0,20551.0,True,8.71,2.94,False,0.96,1.24
308700,테크엔,5,False,True,-3.01,-14.62,True,84.94,100.0,True,4000.0,4000.0,True,-8.33,-68.18,True,0.36,0.17
145990,삼양사,5,True,True,4.11,3.81,True,41.33,46.58,True,10313.0,10313.0,True,5.0,4.27,False,0.8,0.83
241770,메카로,5,True,True,2.65,-1.22,False,7.27,5.15,True,10193.0,10193.0,True,6.52,-19.69,True,0.3,0.2
141080,리가켐바이오,5,True,True,1.73,1.06,True,16.43,16.58,False,36610.0,28120.0,True,-13.31,-16.6,True,0.22,0.17
294870,HDC현대산업개발,5,True,True,3.0,2.09,True,57.17,58.26,True,65907.0,65907.0,True,7.37,4.34,False,0.55,0.57
222160,NPX,5,False,True,-13.45,-27.44,True,8.07,11.65,True,9894.0,9894.0,True,-38.55,-181.08,True,0.37,0.14
376180,피코그램,5,True,True,9.09,6.53,True,44.81,48.04,False,18491.0,18417.0,True,8.72,5.42,True,0.41,0.4
144960,뉴파워프라즈마,5,True,True,3.11,2.46,False,58.63,58.05,True,43693.0,43693.0,True,7.7,6.25,True,0.57,0.55
357250,미래에셋맵스리츠,5,True,True,0.56,0.5,False,67.36,66.68,True,24995.0,24995.0,True,67.14,57.97,True,0.02,0.02
448730,삼성FN리츠,5,True,True,0.4,0.3,False,52.76,52.54,True,91050.0,91050.0,True,69.49,67.83,True,0.01,0.01
311060,엘에이티,5,True,True,0.31,-5.41,True,66.36,84.68,False,7658.0,6820.0,True,1.47,-23.66,True,1.26,0.28
187220,디티앤씨,5,True,True,1.18,-11.78,False,54.2,51.05,True,11698.0,11698.0,True,-5.09,-21.41,True,0.46,0.44
353200,대덕전자,5,True,True,2.89,2.19,False,23.03,19.58,True,49417.0,49417.0,True,3.15,1.27,True,0.88,0.82
280360,롯데웰푸드,5,True,True,1.99,1.89,True,48.42,48.72,True,9435.0,9435.0,False,3.56,3.88,True,0.95,0.93
161580,필옵틱스,5,True,True,3.37,-1.8,True,37.65,48.57,True,22850.0,23292.0,False,3.36,3.43,True,1.07,0.67
224110,에이텍모빌리티,5,True,True,13.34,6.25,True,33.24,44.17,True,5340.0,5340.0,False,7.58,8.57,True,0.71,0.5
215000,골프존,5,True,True,8.58,6.31,True,27.95,32.88,True,6275.0,6275.0,True,16.71,15.45,False,0.78,0.93
201490,미투온,5,True,True,2.95,1.37,True,16.81,17.59,True,30390.0,31258.0,False,9.45,12.51,True,0.37,0.32
372800,아이티아이즈,4,True,True,2.02,-14.73,False,69.36,64.11,True,6027.0,6027.0,True,0.25,-8.54,False,1.34,1.55
373200,엑스플러스,4,False,True,-8.3,-26.14,True,58.1,84.8,False,89731.0,75706.0,True,-37.5,-37.76,True,0.41,0.3
246960,SCL사이언스,4,False,True,-15.35,-16.56,True,35.27,37.42,False,29127.0,28941.0,True,-78.72,-307.69,True,0.2,0.04
267320,나인테크,4,False,False,-2.9,3.36,True,54.78,65.16,True,43664.0,43664.0,True,2.33,-2.52,True,1.06,0.48
214260,라파스,4,False,True,-7.62,-9.16,True,58.48,67.83,False,8922.0,8657.0,True,-12.87,-14.7,True,0.36,0.28
223250,드림씨아이에스,4,True,True,4.56,4.4,True,35.44,35.78,False,23799.0,23709.0,True,8.69,3.35,False,0.5,0.54
376300,디어유,4,True,False,8.85,11.08,False,11.66,11.03,True,23738.0,23738.0,True,40.44,33.91,True,0.36,0.34
282720,금양그린파워,4,True,True,2.26,-6.93,False,46.15,41.83,True,12120.0,12120.0,True,0.85,-7.03,False,1.36,1.5
105840,우진,4,True,True,6.08,5.78,True,15.99,17.89,True,20324.0,20324.0,False,11.44,11.93,False,0.51,0.54
107640,한중엔시에스,4,True,False,4.68,9.23,True,45.35,51.8,False,9049.0,7118.0,True,5.79,5.41,True,1.09,1.06
208340,파멥신,4,False,True,-9.02,-53.18,True,12.15,37.83,False,80201.0,30201.0,True,-197.44,-12100.0,True,0.07,0.0
323280,태성,4,True,True,7.54,-2.46,False,48.49,45.79,False,27788.0,27087.0,True,10.14,-2.1,True,0.74,0.58
348150,고바이오랩,4,False,True,-4.51,-13.26,True,45.64,46.07,False,19374.0,18872.0,True,-10.09,-55.89,True,0.67,0.29
168330,내츄럴엔도텍,4,False,True,-12.31,-15.05,False,19.52,16.94,True,31755.0,31755.0,True,-17.04,-21.81,True,0.67,0.51
187790,나노,4,True,False,3.1,25.61,True,62.61,64.43,True,30841.0,30841.0,True,2.11,1.92,False,1.0,1.03
199800,툴젠,4,True,True,8.21,-45.24,True,22.52,67.81,False,8549.0,7919.0,False,-2422.22,-1554.55,True,0.01,0.01
451220,아이엠티,4,False,True,-6.58,-7.59,False,47.53,12.21,True,7875.0,7875.0,True,-16.18,-33.85,True,0.25,0.21
458870,씨어스테크놀로지,4,True,True,23.0,-31.67,False,25.18,23.84,False,12552.0,10955.0,True,20.3,-107.41,True,1.12,0.29
220260,켐트로스,4,True,True,4.06,2.86,False,46.94,37.01,True,26558.0,26558.0,True,7.55,7.16,False,0.4,0.49
348350,위드텍,4,True,True,5.08,4.63,True,14.09,15.36,True,10184.0,10184.0,False,2.29,4.84,False,0.31,0.36
214370,케어젠,4,True,False,13.42,16.13,True,7.35,8.09,True,53715.0,53715.0,False,41.53,51.01,True,0.34,0.32
153710,옵티팜,4,False,True,-5.54,-6.11,False,36.95,35.88,True,14670.0,14670.0,True,-12.76,-14.94,True,0.45,0.44
338840,와이바이오로직스,4,False,True,-29.49,-68.98,True,15.67,22.77,False,14783.0,14763.0,True,-144.83,-288.57,True,0.27,0.12
289930,웨이비스,4,False,True,-8.21,-27.78,True,49.85,68.89,False,12520.0,10885.0,True,-16.67,-56.21,True,0.44,0.31
122870,와이지엔터테인먼트,4,True,True,9.46,2.72,False,21.3,17.85,False,18691.0,18687.0,True,13.71,-5.1,True,0.7,0.5
378850,화승알앤에이,4,True,True,6.9,5.62,True,67.97,73.89,True,18994.0,18994.0,False,4.43,4.67,False,1.5,1.58
475580,에이럭스,4,True,True,8.28,7.55,True,9.39,22.64,False,13514.0,11655.0,True,9.29,5.45,False,1.11,1.48
131100,티엔엔터테인먼트,4,True,True,1.77,-13.44,True,46.46,47.56,True,28048.0,28048.0,False,6.79,8.98,False,1.15,1.22
253450,스튜디오드래곤,4,True,False,2.83,3.62,True,20.08,20.09,True,30059.0,30059.0,False,6.13,6.62,True,0.62,0.59
307750,국전약품,4,True,False,0.24,2.09,True,54.07,56.69,True,49069.0,49069.0,False,0.29,5.33,True,0.64,0.54
163280,에어레인,4,True,True,2.43,-33.41,True,22.33,24.56,False,8175.0,7061.0,True,7.76,1.23,False,0.3,0.36
389020,자람테크놀로지,4,True,True,2.55,-3.45,False,45.79,5.84,True,6198.0,6198.0,True,1.8,-18.1,False,0.28,0.31
112190,KC산업,4,True,False,0.3,1.62,False,78.1,74.39,True,7125.0,7125.0,True,11.27,5.77,True,0.51,0.46
377190,디앤디플랫폼리츠,4,True,True,0.43,0.36,True,64.18,65.06,False,88400.0,65055.0,True,55.32,51.49,False,0.02,0.02
124500,아이티센글로벌,4,True,True,3.82,-0.8,False,65.89,63.42,False,23205.0,22707.0,True,1.18,1.08,True,5.25,3.62
100090,SK오션플랜트,4,True,True,2.13,1.19,False,53.69,49.82,True,59196.0,59196.0,False,5.78,6.31,True,0.64,0.47
189300,인텔리안테크,4,False,True,-0.5,-0.68,False,44.64,39.96,True,10733.0,10733.0,True,1.14,-7.53,True,0.66,0.58
352820,하이브,4,True,True,2.14,-0.06,False,38.44,35.87,True,41652.0,41652.0,False,7.25,8.16,True,0.46,0.41
373220,LG에너지솔루션,4,True,True,1.18,0.56,False,52.82,48.65,True,234000.0,234000.0,True,6.49,-3.53,False,0.36,0.42
396690,미래에셋글로벌리츠,4,True,True,0.33,-0.22,False,57.75,55.6,True,39606.0,39606.0,True,33.86,32.81,False,0.03,0.04
247540,에코프로비엠,4,True,True,1.04,-1.35,False,60.17,54.27,True,97801.0,97801.0,True,3.75,-1.23,False,0.6,0.64
126640,화신정공,4,True,False,1.53,4.56,True,37.07,40.11,True,36374.0,36374.0,False,0.4,2.42,True,1.9,1.83
900270,헝셩그룹,4,True,True,0.53,-0.22,False,15.79,14.33,False,152282.0,125535.0,True,6.32,0.68,True,0.27,0.24
900070,글로벌에스엠,4,True,False,1.12,2.31,True,19.99,21.66,True,53744.0,53744.0,True,4.55,3.24,False,0.73,0.73
126560,현대퓨처넷,4,True,True,1.27,0.32,False,8.68,8.02,True,110203.0,110203.0,False,3.2,5.38,True,0.24,0.18
307180,아이엘,4,True,True,0.65,-22.8,False,87.19,81.86,False,27043.0,25822.0,True,5.99,-42.71,True,0.6,0.49
109610,에스와이,4,True,True,1.45,-2.23,False,54.8,54.1,True,48907.0,48907.0,True,3.9,2.46,False,1.29,1.3
102460,이연제약,4,True,True,0.84,0.72,True,50.02,50.26,True,18587.0,18587.0,False,-0.67,1.19,False,0.3,0.3
102120,어보브반도체,4,False,True,-6.18,-11.59,True,47.27,51.23,True,17781.0,17781.0,True,-2.2,-6.28,False,0.79,0.81
246250,에스엘에스바이오,4,True,False,1.83,7.87,True,23.17,24.72,True,15348.0,15348.0,False,3.57,11.11,True,0.51,0.51
192250,케이사인,4,True,False,0.21,2.58,True,39.71,41.56,True,7067.0,7067.0,False,2.5,9.13,True,0.27,0.25
254160,제이엠멀티,4,True,True,0.35,-7.38,False,82.39,81.18,True,5160.0,5160.0,True,4.4,-3.99,False,0.96,1.02
108490,로보티즈,4,True,True,2.89,-2.99,False,5.31,4.19,False,13060.0,12811.0,True,7.09,-10.0,True,0.41,0.3
128820,대성산업,4,True,True,0.5,-0.23,True,63.22,64.61,True,45235.0,45235.0,False,1.48,1.83,False,0.88,0.93
417310,코람코더원리츠,4,True,True,0.63,0.63,False,61.03,60.97,True,40400.0,40400.0,False,68.0,68.0,True,0.01,0.01
290740,액트로,4,True,False,1.32,4.8,True,39.23,42.51,True,10065.0,10065.0,False,1.18,3.0,True,1.79,1.32
405100,큐알티,4,True,True,2.13,1.83,False,33.75,29.41,False,12289.0,11988.0,True,7.35,1.5,True,0.48,0.38
293940,신한알파리츠,4,True,True,0.47,0.22,True,68.9,74.98,False,120940.0,88852.0,True,65.74,57.98,False,0.03,0.03
417200,LS머트리얼즈,4,True,False,2.25,4.58,True,18.17,23.7,True,67653.0,67653.0,False,4.36,9.93,True,0.56,0.51
445090,에이직랜드,4,True,True,2.14,-8.38,True,46.33,49.55,False,10772.0,10678.0,True,3.16,-18.07,False,0.56,0.56
121600,나노신소재,4,True,True,1.57,-0.43,False,46.45,44.78,False,12196.0,12160.0,True,5.24,3.42,True,0.24,0.2
128660,피제이메탈,4,True,False,0.84,9.42,False,44.8,44.1,True,24803.0,24803.0,True,3.61,2.31,True,1.95,1.71
348950,제이알글로벌리츠,4,True,False,1.17,1.62,False,54.38,52.67,True,197376.0,197376.0,True,85.43,73.3,True,0.03,0.03
389650,넥스트바이오메디컬,4,True,True,4.93,-25.34,True,23.3,119.93,False,8087.0,6348.0,True,-37.89,-106.12,False,0.16,0.17
272210,한화시스템,4,True,False,2.32,7.78,True,56.45,57.78,True,188919.0,188919.0,False,5.2,7.82,True,0.5,0.49
249420,일동제약,4,False,True,-2.11,-13.25,False,73.01,71.49,True,28063.0,28063.0,True,2.13,-8.97,True,1.04,0.98
195500,마니커에프앤지,4,True,True,2.45,1.98,True,36.87,37.42,False,15978.0,15928.0,True,3.53,2.08,False,0.88,0.95
222800,심텍,4,False,True,-1.09,-2.15,False,70.29,68.93,True,31854.0,31854.0,True,2.36,-3.82,True,0.91,0.85
460930,현대힘스,4,True,True,5.08,4.03,True,28.48,29.38,False,35392.0,29600.0,True,9.63,7.66,False,0.68,0.76
331520,밸로프,4,True,True,3.74,2.05,True,32.97,33.26,True,50864.0,50864.0,False,-0.56,0.56,False,0.78,0.82
146320,비씨엔씨,4,True,True,0.73,-1.42,False,56.04,54.76,False,12793.0,12760.0,True,6.24,-2.71,True,0.51,0.48
115500,케이씨에스,4,True,False,8.37,10.57,True,20.92,26.79,True,12000.0,12000.0,True,6.78,6.71,False,1.23,1.8
115310,인포바인,4,True,True,7.26,6.27,False,8.39,7.4,True,3193.0,3193.0,False,31.35,34.21,True,0.2,0.2
389500,에스비비테크,4,False,True,-3.11,-20.18,True,58.13,78.72,True,6175.0,6175.0,False,-125.45,-109.8,True,0.19,0.09
304100,솔트룩스,4,False,True,-6.33,-10.83,True,22.1,25.61,False,12131.0,11929.0,True,-14.38,-30.19,True,0.49,0.31
489790,한화비전,4,True,True,2.06,0.2,False,50.41,48.17,,,,True,10.67,-0.02,True,1.09,0.31
222040,코스맥스엔비티,4,False,True,-0.52,-1.7,False,88.11,80.45,True,20628.0,20628.0,True,3.79,3.11,True,1.07,1.0
248170,샘표식품,4,True,False,2.73,2.84,True,33.5,35.51,True,4568.0,4568.0,False,1.61,2.56,True,1.09,1.05
206400,베노티앤알,4,False,True,-3.44,-6.42,True,9.07,34.8,False,37510.0,30099.0,True,-38.34,-70.71,True,0.24,0.08
100250,진양홀딩스,4,True,False,3.13,5.94,False,33.87,33.63,True,55895.0,55895.0,True,1.71,1.29,True,0.43,0.42
299480,지앤이헬스케어,4,False,True,-1.47,-4.29,True,29.41,30.0,True,11101.0,11101.0,True,-6.45,-11.11,False,0.46,0.51
126340,비나텍,4,False,True,-0.86,-5.51,False,57.44,52.36,True,6372.0,6372.0,True,2.55,-13.59,True,0.44,0.34
237690,에스티팜,4,True,True,5.68,4.5,False,31.48,30.32,False,20153.0,18809.0,True,16.16,10.12,True,0.41,0.38
263600,덕우전자,4,False,True,-0.19,-4.15,False,49.69,49.35,True,15930.0,15930.0,True,-0.62,-5.68,True,0.77,0.75
460860,동국제강,4,True,False,1.09,4.03,True,46.72,51.26,True,49608.0,49608.0,False,2.91,8.95,True,1.1,0.75
257370,피엔티엠에스,4,True,True,2.47,-4.91,True,50.26,52.46,False,12505.0,11688.0,True,4.58,-4.4,False,0.46,0.49
271940,일진하이솔루스,4,True,True,0.52,0.41,False,7.78,6.62,True,36313.0,36313.0,True,-11.98,-12.45,False,0.23,0.23
103660,씨앗,4,False,True,-1.15,-1.2,False,96.93,95.98,True,6017.0,6017.0,True,8.96,4.7,True,1.07,0.94
200130,콜마비앤에이치,4,True,False,2.49,2.69,True,42.78,42.94,True,29416.0,29544.0,False,4.0,5.23,True,0.89,0.83
291810,핀텔,4,True,True,0.43,-5.04,True,9.13,20.16,False,11358.0,11344.0,True,-14.15,-21.09,False,0.46,0.5
314930,바이오다인,4,False,True,0.0,-2.27,False,2.48,1.36,True,29764.0,29764.0,True,-32.08,-51.22,True,0.12,0.09
117730,티로보틱스,4,False,True,-0.75,-37.37,True,70.56,76.92,False,18172.0,17773.0,True,-11.53,-12.29,True,0.57,0.5
238490,힘스,4,True,False,3.11,5.86,True,18.45,28.35,True,11312.0,11312.0,False,0.33,11.38,True,0.71,0.52
219750,한국비티비,4,False,True,-0.47,-24.53,True,33.8,98.93,False,65427.0,5686.0,True,3.32,-270.37,True,0.71,0.07
250030,진코스텍,4,False,True,-0.0,-10.94,False,92.79,92.5,True,2589.0,2589.0,True,4.03,-13.33,True,0.89,0.61
457190,이수스페셜티케미컬,4,True,True,3.51,-2.84,False,59.4,56.42,False,30208.0,27994.0,True,4.28,-5.19,True,1.11,0.54
238170,엔에스엠,4,False,True,-0.56,-1.39,True,26.82,29.09,True,20775.0,20775.0,True,-4.5,-7.41,False,0.62,0.67
330350,위더스제약,4,True,False,3.56,6.12,True,30.88,30.96,True,13202.0,13202.0,False,5.55,9.86,True,0.76,0.61
166090,하나머티리얼즈,4,True,True,5.64,5.54,True,34.58,38.35,False,19778.0,19753.0,False,16.3,17.25,True,0.45,0.44
119610,인터로조,4,True,True,7.01,0.09,False,29.5,27.52,True,13216.0,13216.0,True,19.57,5.01,False,0.48,0.49
377300,카카오페이,4,True,True,1.37,-0.49,False,56.72,56.72,False,134635.0,134265.0,True,3.17,-7.5,True,0.21,0.17
446440,에피바이오텍,4,False,True,-60.71,-67.24,False,67.86,56.9,True,2298.0,2298.0,True,-428.57,-920.0,True,0.25,0.09
299660,셀리드,4,False,True,-16.16,-18.15,True,32.72,36.62,False,22382.0,18408.0,True,-285.71,-2440.0,True,0.06,0.01
121440,골프존홀딩스,4,True,True,4.15,3.63,True,28.92,31.26,True,42837.0,42837.0,False,10.2,12.66,False,0.37,0.41
222080,씨아이에스,4,True,True,7.66,4.79,True,34.76,55.51,False,77372.0,70258.0,False,11.66,12.54,True,0.69,0.52
415380,스튜디오삼익,4,True,True,7.58,6.85,True,26.53,39.56,False,12676.0,10050.0,True,3.71,2.94,False,2.27,2.97
241690,유니테크노,4,True,True,4.59,4.34,True,39.68,39.91,True,24471.0,25012.0,False,7.71,11.19,False,0.45,0.49
177350,베셀,4,False,True,-20.47,-33.24,True,58.09,63.32,False,17874.0,15978.0,True,-45.53,-50.19,True,0.5,0.36
111380,동인기연,4,True,False,3.41,5.81,True,48.89,48.94,True,6128.0,6128.0,False,8.13,9.31,True,0.81,0.78
263690,디알젬,4,True,True,8.28,7.17,True,29.02,38.24,True,11326.0,11326.0,False,8.56,8.95,False,0.85,0.88
195990,에이비프로바이오,4,False,True,-11.04,-18.09,False,23.57,13.93,True,284690.0,284690.0,True,-32.18,-34.65,True,0.22,0.18
253590,네오셈,4,True,True,13.53,7.8,True,18.32,18.42,False,43869.0,43446.0,True,15.68,8.03,False,0.74,0.95
365900,브이씨,4,False,True,-7.49,-14.5,False,58.85,56.27,True,7310.0,7310.0,True,-10.66,-31.18,True,0.54,0.43
291650,압타머사이언스,4,False,True,-27.19,-41.85,True,20.31,52.62,False,29280.0,17515.0,True,-645.45,-6100.0,True,0.03,0.01
105630,한세실업,4,True,False,3.15,4.1,True,48.86,50.19,True,40000.0,40000.0,False,3.36,7.91,True,1.29,1.26
258050,테크트랜스,4,False,True,-60.0,-92.31,False,50.0,15.38,True,9994.0,9994.0,True,-85.71,-300.0,True,0.7,0.31
389470,인벤티지랩,4,False,True,-23.51,-59.73,True,54.91,90.27,False,10045.0,8454.0,True,-1055.56,-2285.71,True,0.02,0.02
443060,HD현대마린솔루션,4,True,True,21.19,19.78,False,34.46,32.87,False,44829.0,40000.0,True,17.79,15.57,True,1.55,1.51
263720,디앤씨미디어,4,True,True,10.83,9.37,True,20.5,23.59,False,12524.0,12487.0,True,16.17,12.34,False,0.68,0.72
114920,대주이엔티,4,True,False,3.36,10.74,True,54.99,56.24,True,3470.0,3470.0,True,9.23,7.91,False,0.92,1.44
403870,HPSP,4,True,True,26.98,25.07,True,13.13,13.6,False,83215.0,82844.0,False,51.76,53.15,True,0.57,0.56
214150,클래시스,4,True,True,18.69,16.03,True,21.08,25.59,False,65506.0,64777.0,False,50.3,50.39,True,0.49,0.4
185490,아이진,4,False,True,-19.75,-28.68,False,22.21,17.67,True,27030.0,27030.0,True,-391.18,-874.19,True,0.05,0.04
145210,다이나믹디자인,4,False,True,-6.81,-25.45,False,54.89,50.89,True,34582.0,34582.0,True,-3.99,-14.04,True,0.6,0.54
259960,크래프톤,4,True,False,10.84,16.45,True,13.59,13.77,True,47907.0,48363.0,False,42.27,43.64,True,0.37,0.34
215360,우리산업,4,True,False,4.1,5.71,True,65.52,67.66,True,9132.0,9132.0,False,2.94,4.44,True,1.57,1.48
241590,화승엔터프라이즈,4,True,False,0.64,2.24,True,61.67,63.34,True,60589.0,60589.0,False,2.55,5.13,True,1.12,1.05
116100,태양기계,4,True,True,1.77,0.71,False,62.39,57.72,True,6240.0,6240.0,False,5.98,6.33,True,0.78,0.75
250060,모비스,4,True,True,18.36,-7.33,True,30.14,33.9,True,32171.0,32171.0,False,-48.0,-34.03,False,0.1,0.33
950140,잉글우드랩,4,True,False,7.73,9.81,False,28.18,27.94,True,19868.0,19868.0,True,13.11,10.32,True,0.94,0.91
223220,로지스몬,4,False,True,-15.79,-62.5,False,121.05,108.33,True,46051.0,46051.0,True,-3.92,-4.9,True,5.37,4.25
251280,안지오랩,4,False,True,-34.78,-58.97,True,47.83,51.28,False,2990.0,2901.0,True,-40.0,-480.0,True,0.87,0.13
198940,한주라이트메탈,4,False,True,-3.47,-7.83,True,76.95,81.26,False,38923.0,25066.0,True,-3.47,-6.15,True,1.19,1.13
160980,싸이맥스,4,True,True,6.77,5.55,False,23.61,23.57,True,10924.0,10924.0,True,14.17,4.53,False,0.73,0.74
229000,젠큐릭스,4,False,True,-13.67,-60.0,True,50.33,64.18,False,15802.0,13562.0,True,-166.67,-430.77,True,0.17,0.08
163560,동일고무벨트,4,True,True,2.8,2.25,True,35.36,40.19,True,13900.0,13900.0,False,2.85,3.83,False,0.95,0.96
255220,SG,4,False,True,-15.55,-17.49,True,62.76,72.73,False,97043.0,53273.0,True,-5.13,-16.69,True,0.51,0.43
192400,쿠쿠홀딩스,4,True,False,10.0,10.42,True,12.67,13.65,True,35562.0,35562.0,True,12.38,11.21,False,0.61,0.62
217950,파마리서치바이오,4,True,True,11.79,3.6,False,50.52,46.17,True,4064.0,4064.0,True,33.33,31.0,False,0.3,0.31
453860,에이에스텍,4,True,True,10.61,9.74,False,36.87,32.95,True,5657.0,5657.0,True,20.42,19.45,False,0.48,0.68
318410,비비씨,4,True,True,8.31,4.34,False,14.95,12.67,True,5555.0,5555.0,True,18.5,9.39,False,0.56,0.69
118000,메타케어,4,True,True,5.36,-16.74,False,26.16,11.33,False,164777.0,142777.0,True,7.43,5.78,True,0.13,0.11
445180,퓨릿,4,True,False,11.36,12.2,True,10.2,16.03,True,16769.0,16769.0,True,11.43,10.62,False,1.18,1.21
120030,조선선재,4,True,True,9.69,8.36,False,6.65,5.98,True,1258.0,1258.0,True,17.09,15.92,False,0.3,0.43
203450,유니온바이오메트릭스,4,True,True,6.91,5.15,False,40.76,33.89,True,14079.0,14679.0,True,4.94,3.11,False,0.8,0.85
101930,인화정공,4,True,True,9.3,0.78,True,39.58,47.15,False,9616.0,9332.0,True,11.1,4.71,False,0.22,0.33
272110,케이엔제이,4,True,True,10.97,8.54,False,54.59,48.5,False,8005.0,7960.0,True,26.85,22.67,True,0.52,0.49
