	Code	Name	ROE	PM	EY	ROE_Rank	PM_Rank	Total_Rank
0	032300	한국파마	0.13	0.04962779156327543	0.028248481173328913	1619.0	1625.0	3244.0
0	004100	태양금속	0.06	0.06872852233676977	0.04651192025091295	1625.0	1622.0	3247.0
0	024840	KBI메탈	0.06	0.06611570247933884	0.03937249828470935	1625.0	1624.0	3249.0
0	043220	티에스넥스젠	0.08	0.0	-0.050505050505050504	1623.0	1628.0	3251.0
0	170900	동아에스티	0.02	0.015691868758915834	-0.0037009668158978735	1628.0	1627.0	3255.0
0	002220	한일철강	0.0	0.0	0.024808379444305362	1629.0	1628.0	3257.0
0	007720	대명소노시즌	-0.04	-0.0	-0.020463079488832275	1632.0	1628.0	3260.0
0	094480	갤럭시아머니트리	-0.04	-0.01256281407035176	0.017025346299244886	1632.0	1633.0	3265.0
0	144510	지씨셀	-0.03	-0.034374999999999996	0.006598004505954297	1630.0	1635.0	3265.0
0	006650	대한유화	-0.03	-0.0710431654676259	-0.01134624043223773	1630.0	1639.0	3269.0
0	018470	조일알미늄	-0.07	-0.05263157894736842	0.02255833851732799	1634.0	1637.0	3271.0
0	377300	카카오페이	-0.1	-0.055999999999999994	-0.0063608072210653895	1636.0	1638.0	3274.0
0	290560	신시웨이	-0.12	-0.07342143906020558	0.05610849437718075	1638.0	1640.0	3278.0
0	008350	남선알미늄	-0.09	-0.13468013468013468	0.024952987499352538	1635.0	1644.0	3279.0
0	082740	한화엔진	-0.19	-0.04024144869215292	0.004559937134505315	1643.0	1636.0	3279.0
0	169670	코스텍시스템	-0.16	-0.07789678675754626	0.008573689575851003	1642.0	1641.0	3283.0
0	322000	HD현대에너지솔루션	-0.11	-0.14693877551020407	0.004757785467128028	1637.0	1646.0	3283.0
0	278650	HLB바이오스텝	-0.19	-0.08968609865470852	-0.005518908587430252	1643.0	1642.0	3285.0
0	446540	메가터치	-0.24	-0.09596928982725528	-0.00262199005374293	1647.0	1643.0	3290.0
0	038070	서린바이오	-0.14	-0.17639077340569878	0.027746833892025084	1640.0	1651.0	3291.0
0	081580	성우전자	-0.15	-0.20304568527918782	-0.040658890879668654	1641.0	1652.0	3293.0
0	046890	서울반도체	-0.21	-0.286697247706422	0.01148500529488193	1645.0	1654.0	3299.0
0	000440	중앙에너비스	-0.43	-0.14084507042253522	-0.0039271392249398025	1660.0	1645.0	3305.0
0	222800	심텍	-0.35	-0.2740462117141322	0.015386755196880098	1653.0	1653.0	3306.0
0	001420	태원물산	-0.28	-0.2956989247311828	-0.024336821611097587	1652.0	1655.0	3307.0
0	011690	와이투솔루션	-0.37	-0.3125	0.05258333628538027	1655.0	1657.0	3312.0
0	037030	파워넷	-0.21	-0.39215686274509803	0.08203071068057184	1645.0	1671.0	3316.0
0	033230	인성정보	-0.38	-0.3218390804597701	0.02214204955113914	1656.0	1660.0	3316.0
0	277810	레인보우로보틱스	-0.93	-0.032600992204110564	-0.016339150950308464	1682.0	1634.0	3316.0
0	196170	알테오젠	-0.95	-0.007046070460704608	-0.00037693891776150444	1684.0	1632.0	3316.0
0	053350	이니텍	-0.26	-0.398406374501992	-0.048669842767901234	1649.0	1672.0	3321.0
0	126560	현대퓨처넷	-0.25	-0.41871921182266003	0.005372598518306098	1648.0	1674.0	3322.0
0	178920	PI첨단소재	-0.55	-0.29901960784313725	-0.004953221270300587	1670.0	1656.0	3326.0
0	317850	대모	-0.52	-0.3172866520787746	-0.004510530736109596	1667.0	1659.0	3326.0
0	095500	미래나노텍	-0.54	-0.3140096618357488	0.018973907691523594	1669.0	1658.0	3327.0
0	412350	레이저쎌	-0.51	-0.3431372549019608	-0.11093955859827485	1665.0	1665.0	3330.0
0	042370	비츠로테크	-0.38	-0.4293628808864266	0.09009459932929575	1656.0	1675.0	3331.0
0	336370	솔루스첨단소재	-0.67	-0.33613445378151263	-0.019168743640976205	1673.0	1662.0	3335.0
0	139480	이마트	-0.12	-0.8476027397260274	0.008764176479528693	1638.0	1697.0	3335.0
0	404990	신한서부티엔디리츠	-0.43	-0.5305039787798408	0.019155196717302793	1660.0	1680.0	3340.0
0	065170	비엘팜텍	-0.46	-0.5089058524173028	-1.9621404990704367	1663.0	1679.0	3342.0
0	035760	CJ ENM	-0.35	-0.8176100628930818	0.028639478594921688	1653.0	1693.0	3346.0
0	090850	현대이지웰	-0.59	-0.4356435643564357	0.08405395437110419	1671.0	1676.0	3347.0
0	087600	픽셀플러스	-0.51	-0.7171853856562923	-0.08071321786560173	1665.0	1690.0	3355.0
0	004890	동일산업	-0.26	-1.049645390070922	-0.026823777362647887	1649.0	1710.0	3359.0
0	017900	광전자	-0.42	-0.9047365620010643	-0.04418701003133502	1658.0	1706.0	3364.0
0	252990	샘씨엔에스	-1.22	-0.38179148311306904	-0.007140241282048542	1695.0	1670.0	3365.0
0	024850	HLB이노베이션	-1.32	-0.3728813559322034	-0.00454555440990749	1701.0	1669.0	3370.0
0	351330	이삭엔지니어링	-0.96	-0.6229143492769744	0.0010244000831403108	1685.0	1687.0	3372.0
0	210120	빅텐츠	-1.4	-0.36065573770491804	-0.006185209926024889	1705.0	1667.0	3372.0
0	274400	이노시뮬레이션	-1.14	-0.5528455284552846	-0.0030306244601700175	1692.0	1683.0	3375.0
0	067080	대화제약	-1.52	-0.3585887796414112	0.0044015253662217655	1709.0	1666.0	3375.0
0	191410	육일씨엔에쓰	-0.84	-0.8375209380234505	0.034090783833104855	1680.0	1695.0	3375.0
0	096870	엘디티	-0.92	-0.8467741935483872	-0.01822440807122585	1681.0	1696.0	3377.0
0	115450	HLB테라퓨틱스	-1.66	-0.33185840707964603	-0.012703094742542437	1718.0	1661.0	3379.0
0	227610	아우딘퓨쳐스	-1.35	-0.46003450258769407	0.0026370324693061288	1703.0	1677.0	3380.0
0	052860	아이앤씨	-0.68	-0.997067448680352	0.031633832067057395	1674.0	1707.0	3381.0
0	141080	리가켐바이오	-1.91	-0.16341030195381884	-0.006927591447313648	1734.0	1650.0	3384.0
0	250060	모비스	-1.68	-0.3614457831325301	-0.052628289146621765	1720.0	1668.0	3388.0
0	004060	SG세계물산	-0.42	-1.400560224089636	0.05666484866943853	1658.0	1731.0	3389.0
0	108490	로보티즈	-1.51	-0.5465903175429464	-0.020471278969418652	1708.0	1682.0	3390.0
0	024070	WISCOM	-0.43	-1.441860465116279	-0.0776420380767264	1660.0	1733.0	3393.0
0	396690	미래에셋글로벌리츠	-0.81	-1.232394366197183	0.010588538731998387	1677.0	1718.0	3395.0
0	024720	콜마홀딩스	-0.61	-1.3368983957219251	0.026162964310429186	1672.0	1725.0	3397.0
0	247540	에코프로비엠	-2.16	-0.15595854922279795	0.0013402705616861112	1748.0	1649.0	3397.0
0	950130	엑세스바이오	-0.53	-1.3942307692307694	0.06574865312666502	1668.0	1730.0	3398.0
0	007570	일양약품	-1.1	-1.008533747090768	0.06300516230764944	1691.0	1708.0	3399.0
0	368970	오에스피	-1.07	-1.1370262390670554	0.03672637273081515	1689.0	1711.0	3400.0
0	314930	바이오다인	-2.27	-0.15	-0.0032193381040858	1753.0	1648.0	3401.0
0	336260	두산퓨얼셀	-1.64	-0.5649103747963063	0.000911294304808147	1717.0	1684.0	3401.0
